X,Y,Z
0.917498,0.25,0.00351677
0.982642,0.25,-0.0000127509
0.767358,0.5,0.0448793
0.832502,0.5,0.0247607
0.917498,0.5,0.00703023
0.982642,0.5,-0.0000300535
0,0.517358,-0.00000455189
0,0.582502,-0.00000332167
0,0.667498,-0.00000153259
0,0.732642,-0.0000000203238
0.25,0.517358,0.0500128
0.25,0.582502,0.0464832
0.25,0.667498,0.0376189
0.25,0.732642,0.0275603
0.017358,0.5,-0.0000300535
0.0825024,0.5,0.00703023
0.167498,0.5,0.0247607
0.232642,0.5,0.0448793
0.017358,0.75,-0.0000127509
0.0825024,0.75,0.00351677
0.167498,0.75,0.0123811
0.232642,0.75,0.0224397
0.25,0.517358,0.0500128
0.25,0.582502,0.0464832
0.25,0.667498,0.0376189
0.25,0.732642,0.0275603
0.5,0.517358,0.10003
0.5,0.582502,0.0929698
0.5,0.667498,0.0752393
0.5,0.732642,0.0551207
0.267358,0.5,0.0551207
0.332502,0.5,0.0752393
0.417498,0.5,0.0929698
0.482642,0.5,0.10003
0.267358,0.75,0.0275603
0.332502,0.75,0.0376189
0.417498,0.75,0.0464832
0.482642,0.75,0.0500128
0,0.767358,0.0000000200788
0,0.832502,0.00000153237
0,0.917498,0.00000332134
0,0.982642,0.00000455135
0.25,0.767358,0.0224397
0.25,0.832502,0.0123811
0.25,0.917498,0.00351677
0.25,0.982642,-0.0000127505
0.017358,0.75,-0.0000127509
0.0825024,0.75,0.00351677
0.167498,0.75,0.0123811
0.232642,0.75,0.0224397
0.017358,1,0.00000455139
0.0825024,1,0.00000332134
0.167498,1,0.00000153248
0.232642,1,0.0000000204071
0.25,0.767358,0.0224397
0.25,0.832502,0.0123811
0.25,0.917498,0.00351677
0.25,0.982642,-0.0000127505
0.5,0.767358,0.0448793
0.5,0.832502,0.0247607
0.5,0.917498,0.00703023
0.5,0.982642,-0.0000300526
0.267358,0.75,0.0275603
0.332502,0.75,0.0376189
0.417498,0.75,0.0464832
0.482642,0.75,0.0500128
0.267358,1,-0.0000000198829
0.332502,1,-0.00000153219
0.417498,1,-0.00000332112
0.482642,1,-0.00000455105
0.5,0.517358,0.10003
0.5,0.582502,0.0929698
0.5,0.667498,0.0752393
0.5,0.732642,0.0551207
0.75,0.517358,0.0500128
0.75,0.582502,0.0464832
0.75,0.667498,0.0376189
0.75,0.732642,0.0275603
0.517358,0.5,0.10003
0.582502,0.5,0.0929698
0.667498,0.5,0.0752393
0.732642,0.5,0.0551207
0.517358,0.75,0.0500128
0.582502,0.75,0.0464832
0.667498,0.75,0.0376189
0.732642,0.75,0.0275603
0.75,0.517358,0.0500128
0.75,0.582502,0.0464832
0.75,0.667498,0.0376189
0.75,0.732642,0.0275603
1,0.517358,-0.00000455191
1,0.582502,-0.00000332168
1,0.667498,-0.00000153265
1,0.732642,-0.0000000204887
0.767358,0.5,0.0448793
0.832502,0.5,0.0247607
0.917498,0.5,0.00703023
0.982642,0.5,-0.0000300535
0.767358,0.75,0.0224397
0.832502,0.75,0.0123811
0.917498,0.75,0.00351677
0.982642,0.75,-0.0000127512
0.5,0.767358,0.0448793
0.5,0.832502,0.0247607
0.5,0.917498,0.00703023
0.5,0.982642,-0.0000300526
0.75,0.767358,0.0224397
0.75,0.832502,0.0123811
0.75,0.917498,0.00351677
0.75,0.982642,-0.0000127507
0.517358,0.75,0.0500128
0.582502,0.75,0.0464832
0.667498,0.75,0.0376189
0.732642,0.75,0.0275603
0.517358,1,-0.00000455101
0.582502,1,-0.00000332109
0.667498,1,-0.00000153225
0.732642,1,-0.0000000200694
0.75,0.767358,0.0224397
0.75,0.832502,0.0123811
0.75,0.917498,0.00351677
0.75,0.982642,-0.0000127507
1,0.767358,0.0000000197812
1,0.832502,0.00000153225
1,0.917498,0.00000332144
1,0.982642,0.0000045516
0.767358,0.75,0.0224397
0.832502,0.75,0.0123811
0.917498,0.75,0.00351677
0.982642,0.75,-0.0000127512
0.767358,1,0.0000000202196
0.832502,1,0.00000153247
0.917498,1,0.00000332149
0.982642,1,0.00000455161
